productId,name,shortDescription,description,price,imageUrl,category,style,rating,stock,colors,materials,dimensions
prod_38,"Poliform Concorde Table","Table Concorde Poliform, design raffiné.","Table de repas Concorde par Poliform, un design raffiné en bois noble avec des détails soignés et une présence élégante.",3600,https://cdn.3dmodels.org/wp-content/uploads/Furniture/Poliform-Concorde/001_Poliform-Concorde_Table/Poliform-Concorde_Table_1000_0001-551x551.webp,Tables,Moderne,4.8,8,Noyer Canaletto|Chêne Spessart,Bois massif|Marbre (option),220cm L x 108cm P x 74cm H
prod_39,"Cattelan Stratos Wood Table","Table Stratos Wood Cattelan, design affirmé.","Table Stratos Wood de Cattelan Italia, caractérisée par un piètement en acier au design affirmé et un plateau en bois massif aux bords irréguliers.",2990,https://cdn.3dmodels.org/wp-content/uploads/Furniture/Cattelan/005_Cattelan_Stratos_Wood_Table/Cattelan_Stratos_Wood_Table_1000_0001-551x551.webp,Tables,Contemporain,4.7,12,Noyer|Chêne brûlé,Bois massif|Acier verni,240cm L x 120cm P x 75cm H
prod_40,"Knoll Saarinen Table à manger","Table Tulipe Saarinen Knoll, classique intemporel.","Table Tulipe iconique de Saarinen éditée par Knoll, un classique intemporel du design du milieu du XXe siècle. Piètement central et plateau rond ou ovale.",2250,https://cdn.3dmodels.org/wp-content/uploads/Furniture/Knoll/003_Knoll_Saarinen_Dining_Table/Knoll_Saarinen_Dining_Table_1000_0001-551x551.webp,Tables,Vintage,4.9,18,Marbre blanc|Laminé blanc|Granit noir,Marbre|Laminé|Fonte d'aluminium,120cm Diam. x 72cm H
prod_41,"Keane Driftwood Armoire","Armoire Keane, bois flotté rustique.","Armoire Keane en bois flotté avec une finition naturelle texturée, apportant une touche rustique et côtière à votre chambre.",980,https://cdn.3dmodels.org/wp-content/uploads/Furniture/Generic/260_Generic_Keane_Driftwood_Armoire/Generic_Keane_Driftwood_Armoire_1000_0001-551x551.webp,Armoires,Rustique,4.5,10,Bois flotté naturel,Bois de manguier,100cm L x 55cm P x 190cm H
prod_42,"Flou Guardaroba Penderie","Penderie Guardaroba Flou, design épuré.","Penderie Guardaroba de Flou, un système modulaire au design épuré avec de grandes portes lisses pour un rangement optimisé et élégant.",1850,https://cdn.3dmodels.org/wp-content/uploads/Furniture/Flou/001_Flou_Guardaroba_Wardrobe/Flou_Guardaroba_Wardrobe_1000_0001-551x551.webp,Armoires,Moderne,4.7,7,Laqué blanc mat|Verre fumé,Panneaux de particules|Verre|Aluminium,240cm L x 60cm P x 230cm H (configurable)
prod_43,"Modern Wardrobe Unit","Unité penderie moderne, finitions brillantes.","Unité de penderie moderne avec plusieurs compartiments, tiroirs et finitions laquées brillantes. Parfaite pour une chambre contemporaine.",1350,https://cdn.3dmodels.org/wp-content/uploads/evermotion/074_AM277_008/AM277_008_1000_0001-551x551.webp,Armoires,Contemporain,4.4,12,Blanc brillant|Gris anthracite,MDF laqué|Métal chromé,180cm L x 60cm P x 210cm H
prod_44,"Modern Wardrobe Closet Organizer","Organisateur placard moderne, astucieux.","Organisateur de placard moderne avec une combinaison astucieuse de tiroirs, étagères et tringles pour maximiser l'espace de rangement.",1150,https://cdn.3dmodels.org/wp-content/uploads/evermotion/078_AM277_012/AM277_012_1000_0001-551x551.webp,Armoires,Fonctionnel,4.6,15,Chêne clair|Blanc mat,Panneau de mélamine|Aluminium,200cm L x 58cm P x 220cm H
prod_45,"IKEA BIRKELAND Penderie","Penderie Birkeland IKEA, style romantique.","Penderie IKEA Birkeland au style classique et romantique, avec des détails travaillés, des portes vitrées et une finition blanche intemporelle.",470,https://cdn.3dmodels.org/wp-content/uploads/Furniture/IKEA/015_IKEA_BIRKELAND_Wardrobe/IKEA_BIRKELAND_Wardrobe_1000_0001-551x551.webp,Armoires,Classique,4.3,20,Blanc,Panneau de fibres de bois|Verre trempé,109cm L x 58cm P x 200cm H
prod_46,"Modern Wooden Wardrobe 02","Penderie bois moderne, portes coulissantes.","Penderie en bois moderne avec des portes coulissantes épurées, offrant un look scandinave et une grande capacité de rangement.",1280,https://cdn.3dmodels.org/wp-content/uploads/evermotion/067_AM277_001/AM277_001_1000_0001-551x551.webp,Armoires,Moderne,4.5,11,Frêne naturel|Blanc laqué,Bois massif|Placage bois,160cm L x 62cm P x 215cm H
prod_47,"Modern Wooden Wardrobe 03","Grande penderie bois, design sobre.","Grande penderie en bois au design sobre et élégant, avec une finition minimaliste et des portes battantes. Parfaite pour une chambre contemporaine.",1420,https://cdn.3dmodels.org/wp-content/uploads/evermotion2/7397_AM112_01/AM112_01_1000_0001-551x551.webp,Armoires,Minimaliste,4.6,9,Noyer foncé|Gris mat,Placage Noyer|MDF,220cm L x 60cm P x 240cm H
prod_48,"Ellipse Elit 3-door Wardrobe","Penderie Ellipse Elit, design luxueux.","Penderie Ellipse Elit à trois portes, offrant des finitions haut de gamme et un design moderne et luxueux pour un rangement optimal.",2250,https://cdn.3dmodels.org/wp-content/uploads/hq3dmod/5419_Ellipse_Elit_3-door_Wardrobe/Ellipse_Elit_3-door_Wardrobe_1000_0001-551x551.webp,Armoires,Contemporain,4.8,6,Laqué brillant noir|Bois wengé,MDF laqué|Verre|Métal,150cm L x 60cm P x 200cm H
prod_49,"Bibliothèque simple en bois","Bibliothèque classique, étagères robustes.","Bibliothèque classique en bois avec plusieurs étagères robustes, idéale pour ranger une grande collection de livres.",190,https://cdn.3dmodels.org/wp-content/uploads/Tools/476_Bookshelf/Bookshelf_600_lq_0001-551x551.webp,Étagères,Classique,4.3,30,Chêne moyen|Noyer,Bois massif|Panneau de particules plaqué,80cm L x 30cm P x 180cm H
prod_50,"IKEA Kallax Bibliothèque","Étagère Kallax IKEA, polyvalente.","Étagère Kallax iconique d'IKEA, polyvalente et personnalisable avec des portes, tiroirs ou paniers. Parfaite pour tous types de rangements.",75,https://cdn.3dmodels.org/wp-content/uploads/Furniture/IKEA/079_IKEA_Kallax_Bookcase/IKEA_Kallax_Bookcase_1000_0001-551x551.webp,Étagères,Fonctionnel,4.5,150,Blanc|Effet chêne blanchi|Noir-brun,Panneau de particules|Peinture acrylique,77cm L x 39cm P x 147cm H (pour 2x4 cases)
prod_51,"IKEA Billy Bibliothèque","Bibliothèque Billy IKEA, classique intemporel.","Bibliothèque Billy, un classique intemporel d'IKEA pour tous les rangements de livres. Simple, fonctionnelle et adaptable.",55,https://cdn.3dmodels.org/wp-content/uploads/Furniture/IKEA/078_IKEA_Billy_Bookcase/IKEA_Billy_Bookcase_1000_0001-551x551.webp,Étagères,Classique,4.4,200,Blanc|Noir-brun|Chêne,Panneau de particules|Feuille de papier,80cm L x 28cm P x 202cm H
prod_52,"Charlotte Perriand Bibliothèque","Bibliothèque Perriand, design Mid-Century.","Bibliothèque inspirée du design de Charlotte Perriand, alliant une structure en métal noir et des étagères en bois. Un design Mid-Century Moderne.",1450,https://cdn.3dmodels.org/wp-content/uploads/Furniture/Generic/448_Generic_Charlotte_Perriand_Bookcase/Generic_Charlotte_Perriand_Bookcase_1000_0001-551x551.webp,Étagères,Vintage,4.8,8,Noir|Bois naturel,Métal|Bois massif,150cm L x 35cm P x 160cm H
prod_53,"Vasagle Ladder Étagère","Étagère échelle Vasagle, style industriel.","Étagère échelle Vasagle au style industriel, avec une structure en métal robuste et des tablettes en bois rustique.",95,https://cdn.3dmodels.org/wp-content/uploads/Furniture/Vasagle/001_Vasagle_Ladder_Shelf/Vasagle_Ladder_Shelf_1000_0001-551x551.webp,Étagères,Industriel,4.6,40,Brun rustique|Noir,Panneau d'aggloméré|Acier,60cm L x 30cm P x 170cm H
prod_54,"Hem Zig Zag Shelf","Étagère murale Zig Zag Hem, design graphique.","Étagère murale Zig Zag de Hem, un design ludique et graphique qui met en valeur vos objets décoratifs. En métal laqué coloré.",260,https://cdn.3dmodels.org/wp-content/uploads/Furniture/Hem/002_Hem_Zig_Zag_Shelf/Hem_Zig_Zag_Shelf_1000_0001-551x551.webp,Étagères,Moderne,4.7,15,Blanc|Noir|Jaune,Acier laqué,60cm L x 15cm P x 50cm H
prod_55,"Cattelan Tokyo Bookcase","Bibliothèque Tokyo Cattelan, pièce sculpturale.","Bibliothèque Tokyo de Cattelan Italia, une pièce maîtresse sculpturale avec une structure rotative et des étagères en verre.",3100,https://cdn.3dmodels.org/wp-content/uploads/hq3dmod/4363_Cattelan_Tokyo_bookcase/Cattelan_Tokyo_bookcase_1000_0001-551x551.webp,Étagères,Contemporain,4.9,5,Acier gaufré titane|Verre transparent,Acier|Verre trempé,50cm L x 50cm P x 185cm H
prod_56,"Novogratz Concord Turntable Stand","Meuble vinyle Concord Novogratz, style rétro.","Meuble pour platine vinyle Concord par Novogratz, au style rétro Mid-Century, avec rangement pour disques et pieds en épingle.",135,https://cdn.3dmodels.org/wp-content/uploads/Furniture/Novogratz/002_Novogratz_Concord_Turntable_Stand/Novogratz_Concord_Turntable_Stand_1000_0001-551x551.webp,Étagères,Vintage,4.5,22,Noyer|Blanc,Panneau de particules laminé|Métal,50cm L x 40cm P x 85cm H
prod_57,"Globe Terrestre Décoratif","Globe terrestre, touche classique intellectuelle.","Globe terrestre décoratif et instructif, parfait pour un bureau ou une étagère. Ajoute une touche classique et intellectuelle.",48,https://cdn.3dmodels.org/wp-content/uploads/Tools/375_Earth_Globe/Earth_Globe_600_lq_0001-551x551.webp,Décorations,Classique,4.6,50,Bleu océan|Sépia antique,Plastique|Métal|Bois (socle),25cm Diam. x 35cm H
prod_58,"Jeu d'Échecs Classiques en Bois","Jeu d'échecs classique, pièces sculptées.","Jeu d'échecs classique en bois, avec des pièces sculptées et un échiquier pliable. Idéal pour les amateurs ou comme objet de décoration.",65,https://cdn.3dmodels.org/wp-content/uploads/Tools/099_Classic_Chess_Set/Classic_Chess_Set_1000_0001-551x551.webp,Décorations,Classique,4.7,35,Bois naturel et teinté,Bois,Échiquier: 30cm x 30cm
prod_59,"Cage à Oiseaux Décorative Vintage","Cage à oiseaux vintage, objet de charme.","Cage à oiseaux décorative en métal, style vintage. Parfaite pour y placer des plantes, des bougies ou comme simple objet de charme.",38,https://cdn.3dmodels.org/wp-content/uploads/Tools/374_Bird_Cage/Bird_Cage_600_lq_0001-551x551.webp,Décorations,Vintage,4.4,40,Blanc vieilli|Bronze antique,Métal,20cm Diam. x 40cm H
prod_60,"Pendule à Coucou en Bois Sculpté","Pendule à coucou, charme traditionnel.","Pendule à coucou traditionnelle en bois sculpté, évoquant le charme des chalets de la Forêt Noire. Un classique de l'horlogerie décorative.",125,https://cdn.3dmodels.org/wp-content/uploads/Tools/1231_Wooden_Cuckoo_Clock/Wooden_Cuckoo_Clock_1000_0001-551x551.webp,Décorations,Classique,4.5,20,Bois naturel sculpté,Bois,30cm L x 15cm P x 45cm H (sans balancier)
prod_61,"Sablier Décoratif en Verre","Sablier décoratif, objet intemporel.","Sablier décoratif en verre et structure en bois ou métal. Un objet intemporel pour mesurer le temps ou simplement décorer.",28,https://cdn.3dmodels.org/wp-content/uploads/Tools/451_Hourglass/Hourglass_600_lq_0001-551x551.webp,Décorations,Classique,4.3,60,Sable blanc|Sable noir|Bois clair|Métal argenté,Verre|Sable|Bois|Métal,8cm Diam. x 15cm H
prod_62,"Chevalet d'Artiste avec Palette","Chevalet d'artiste miniature, touche artistique.","Chevalet d'artiste décoratif miniature en bois, accompagné d'une palette de peinture. Parfait pour une touche artistique dans votre intérieur.",42,https://cdn.3dmodels.org/wp-content/uploads/Tools/1250_Easel_with_Painting_Palette/Easel_with_Painting_Palette_1000_0001-551x551.webp,Décorations,Bohème,4.6,25,Bois naturel,Bois,Chevalet: 20cm L x 50cm H
prod_63,"Lanterne Décorative Ramadan","Lanterne Ramadan, ambiance exotique.","Lanterne décorative de style oriental, idéale pour les célébrations de Ramadan ou pour ajouter une ambiance chaleureuse et exotique.",33,https://cdn.3dmodels.org/wp-content/uploads/hq3dmod/2941_Ramadan_Lantern/Ramadan_Lantern_1000_0001-551x551.webp,Décorations,Bohème,4.7,30,Doré|Argenté|Multicolore,Métal|Verre coloré,15cm L x 15cm P x 30cm H
prod_64,"Sooyee Corbeille à Fruits en Fil Métallique","Corbeille à fruits Sooyee, design géométrique.","Corbeille à fruits design en fil métallique noir ou doré. Une pièce moderne et géométrique pour votre cuisine ou salle à manger.",29.9,https://cdn.3dmodels.org/wp-content/uploads/Furniture/Generic/006_Generic_Sooyee_Metal_Wire_Fruit_Basket/Generic_Sooyee_Metal_Wire_Fruit_Basket_1000_0001-551x551.webp,Décorations,Moderne,4.5,45,Noir mat|Doré brillant,Métal,28cm Diam. x 12cm H
prod_65,"Ashley Doll House Sleigh Dresser & Miroir","Miroir Ashley Doll House, style Shabby Chic.","Ensemble commode et miroir Ashley Doll House, idéal pour une chambre d'enfant ou un style Shabby Chic. Le miroir possède un cadre orné.",180,https://cdn.3dmodels.org/wp-content/uploads/Furniture/Ashley/093_Ashley_Doll_House_Sleigh_Bedroom_dresser/Ashley_Doll_House_Sleigh_Bedroom_dresser_1000_0001-551x551.webp,Mirroirs,Classique,4.4,15,Blanc antique,Bois|Verre,Miroir: 70cm L x 90cm H
prod_66,"Ashley Silverglade Dresser & Miroir","Miroir Silverglade Ashley, détails traditionnels.","Miroir de commode Silverglade par Ashley Furniture, avec un cadre en bois sombre et des détails traditionnels élégants.",210,https://cdn.3dmodels.org/wp-content/uploads/Furniture/Ashley/137_Ashley_Silverglade_Sleigh_Bedroom_Set_Dresser/Ashley_Silverglade_Sleigh_Bedroom_Set_Dresser_1000_0001-551x551.webp,Mirroirs,Classique,4.5,12,Brun foncé,Bois|Verre,Miroir: 100cm L x 80cm H
prod_67,"Hawthorn Hill Pivoting Shaving Mirror HH-Mirrorpivshave","Miroir rasage Hawthorn Hill, pivotant.","Miroir de rasage pivotant Hawthorn Hill, en métal chromé, avec un design classique et fonctionnel. Idéal pour une salle de bain élégante.",120,https://cdn.3dmodels.org/wp-content/uploads/3dxin/245_Hawthorn_Hill_Pivoting_Shaving_Mirror_HH-Mirrorpivshave/Hawthorn_Hill_Pivoting_Shaving_Mirror_HH-Mirrorpivshave_1000_0001-551x551.webp,Mirroirs,Classique,4.6,25,Chrome,Métal|Verre,20cm Diam. x 35cm H (bras étendu)
prod_68,"Ashley Benjamin Dresser & Miroir","Miroir Benjamin Ashley, style rustique.","Miroir de commode Benjamin par Ashley, avec un large cadre en bois au style classique et rustique. Robuste et intemporel.",195,https://cdn.3dmodels.org/wp-content/uploads/Furniture/Ashley/038_Ashley_Benjamin_Dresser_and_Mirror/Ashley_Benjamin_Dresser_and_Mirror_1000_0001-551x551.webp,Mirroirs,Rustique,4.3,18,Brun moyen,Bois|Verre,Miroir: 90cm L x 70cm H
prod_69,"Antique Standing Mirror (Psyché)","Psyché antique, miroir sur pied.","Psyché antique, miroir sur pied pleine longueur avec un cadre en bois orné. Parfait pour une chambre au style vintage.",360,https://cdn.3dmodels.org/wp-content/uploads/evermotion2/6908_AM122_050/AM122_050_1000_0001-551x551.webp,Mirroirs,Vintage,4.6,10,Bois foncé|Bois clair,Bois|Verre,60cm L x 170cm H
prod_70,"Table Mirror (Miroir de Table)","Miroir de table, simple et fonctionnel.","Petit miroir de table simple et fonctionnel, idéal pour une coiffeuse, une salle de bain ou comme accessoire décoratif.",45,https://cdn.3dmodels.org/wp-content/uploads/cgaxis/3426_Table_Mirror/Table_Mirror_1000_0001-551x551.webp,Mirroirs,Minimaliste,4.2,40,Argenté|Noir|Doré rose,Métal|Verre,20cm L x 25cm H
prod_71,"Salon Mirror with Lights","Miroir de salon, éclairage intégré.","Miroir de salon professionnel avec éclairage intégré. Parfait pour les coiffeurs, maquilleurs ou pour un dressing glamour.",280,https://cdn.3dmodels.org/wp-content/uploads/cgaxis/077_Salon_Mirror_with_Lights_2/Salon_Mirror_with_Lights_2_1000_0001-551x551.webp,Mirroirs,Moderne,4.7,12,Blanc|Noir,Verre|Aluminium|Ampoules LED,80cm L x 100cm H
prod_72,"Antique Purple Standing Mirror","Miroir sur pied antique, finition violette.","Miroir sur pied antique avec une finition violette audacieuse et un cadre ornemental. Apporte une touche bohème et vintage.",390,https://cdn.3dmodels.org/wp-content/uploads/evermotion2/6910_AM122_052/AM122_052_1000_0001-551x551.webp,Mirroirs,Vintage,4.5,9,Violet|Or vieilli,Bois|Verre,55cm L x 165cm H
prod_73,"Red Carpet 02 (Tapis Rouge)","Tapis rouge classique, touche de luxe.","Tapis rouge classique, idéal pour des événements, des couloirs ou pour ajouter une touche de couleur et de luxe.",160,https://cdn.3dmodels.org/wp-content/uploads/evermotion3/8100_Am102_78/Am102_78_1000_0001-551x551.webp,Tapis,Classique,4.3,25,Rouge vif,Polypropylène|Velours,120cm x 180cm
prod_74,"Textured Black Carpet (Tapis Noir Texturé)","Tapis noir texturé, sophistication moderne.","Tapis noir texturé, apportant profondeur et sophistication à un intérieur moderne ou minimaliste.",210,https://cdn.3dmodels.org/wp-content/uploads/evermotion3/8099_AM102_77/AM102_77_1000_0001-551x551.webp,Tapis,Moderne,4.6,18,Noir profond,Laine|Viscose,160cm x 230cm
prod_75,"Brown-Orange Rug (Tapis Marron-Orange)","Tapis marron-orange, ambiance rétro.","Tapis avec des motifs dans les tons marron et orange, idéal pour une ambiance rétro, bohème ou chaleureuse.",185,https://cdn.3dmodels.org/wp-content/uploads/cgaxis/3261_Brown-Orange_Rug/Brown-Orange_Rug_1000_0001-551x551.webp,Tapis,Bohème,4.4,22,Marron|Orange|Beige,Coton|Jute,140cm x 200cm
prod_76,"Round Light Grey Rug (Tapis Rond Gris Clair)","Tapis rond gris clair, doux et polyvalent.","Tapis rond gris clair, doux et polyvalent, parfait pour un style scandinave ou pour délimiter un espace avec douceur.",130,https://cdn.3dmodels.org/wp-content/uploads/cgaxis/3263_Round_Light_Grey_Rug/Round_Light_Grey_Rug_1000_0001-551x551.webp,Tapis,Scandinave,4.5,30,Gris clair,Polypropylène doux,150cm Diamètre
prod_77,"Mischioff Tibey TB20 Carpet","Tapis Tibey TB20 Mischioff, design abstrait.","Tapis design Tibey TB20 par Mischioff, avec des motifs abstraits et contemporains. Une véritable œuvre d'art pour le sol.",470,https://cdn.3dmodels.org/wp-content/uploads/design-connected/804_Tibey_TB20_Carpet/Tibey_TB20_Carpet_1000_0001-551x551.webp,Tapis,Contemporain,4.8,10,Multicolore (tons neutres et accentués),Laine de Nouvelle-Zélande|Soie,170cm x 240cm
prod_78,"Decorative Wooden Floor Tiles (Tapis Imitation Carrelage Bois)","Tapis imitation carrelage bois, rustique.","Grand tapis décoratif imitant des carreaux de bois anciens ou des motifs de marqueterie. Apporte une touche rustique et originale.",290,https://cdn.3dmodels.org/wp-content/uploads/evermotion3/9420_am79_092/am79_092_1000_0001-551x551.webp,Tapis,Rustique,4.2,14,Tons de bois variés,Vinyle imprimé|Polyester,200cm x 300cm
prod_79,"Indoor Rectangle Soft Rug Carpet Light (Tapis Doux Rectangulaire Clair)","Tapis shaggy doux et clair, confort.","Tapis rectangulaire doux et clair, à poils longs (shaggy), apportant confort et chaleur à n'importe quelle pièce.",230,https://cdn.3dmodels.org/wp-content/uploads/hq3dmod/5475_Indoor_rectangle_soft_rug_carpet_light/Indoor_rectangle_soft_rug_carpet_light_1000_0001-551x551.webp,Tapis,Moderne,4.7,20,Blanc cassé|Beige clair|Gris perle,Polyester microfibre,160cm x 230cm
prod_80,"Geometric Carpet (Tapis Géométrique)","Tapis géométrique, motifs graphiques.","Tapis avec des motifs géométriques modernes et graphiques. Parfait pour dynamiser un intérieur contemporain.",195,https://cdn.3dmodels.org/wp-content/uploads/evermotion3/8095_Am102_73/Am102_73_1000_0001-551x551.webp,Tapis,Moderne,4.6,16,Noir et Blanc|Gris et Jaune|Bleu et Gris,Polypropylène|Laine,150cm x 200cm